No.,FoodLabel,Breakfast,Lunch,Dinner,Recommend,Tag,Brand,Name,Braname,Intake_g,Cal_kcal,CHO_g,Fiber_g,Sugar_g,Fat_g,SF_g,PUSF_g,MUSF_g,TF_g,Protein_g,Na_mg,K_mg,TC_mg,Resource,UpdateTime
2617,4,0,0,0,0,,,布朗尼蛋糕, 布朗尼蛋糕,100 g,379,62.54,2.2,36.76,13.77,2.86,4.87,5.25,,4.76,148,178,35,fatsecret中國,20070821
2618,4,0,0,0,0,,,布朗尼蛋糕, 布朗尼蛋糕,1份（34 g）,129,21.26,0.7,12.5,4.68,0.97,1.66,1.78,,1.62,50,61,12,fatsecret中國,20070821
2619,4,0,0,0,0,,,布朗尼蛋糕, 布朗尼蛋糕,1個（5平方釐米）,129,21.26,0.7,12.5,4.68,0.97,1.66,1.78,,1.62,50,61,12,fatsecret中國,20070821
2620,4,0,0,0,0,,,布朗尼蛋糕, 布朗尼蛋糕,1盎司,107,17.73,0.6,10.42,3.9,0.81,1.38,1.49,,1.35,42,50,10,fatsecret中國,20070821
2621,4,0,0,0,0,,,布朗尼蛋糕, 布朗尼蛋糕,1立方英寸,38,6.19,0.2,3.64,1.36,0.28,0.48,0.52,,0.47,15,18,3,fatsecret中國,20070821
2622,4,0,0,0,0,,,布朗尼蛋糕, 布朗尼蛋糕,101 g,344,39,0,0,17,0,0,0,0,6,46,0,0,Under Armour,2019
2623,7,0,0,0,0,,,布朗尼蛋糕加糖粉, 布朗尼蛋糕加糖粉,100 g,405,63.9,2.1,36.61,16.3,4.24,2.26,8.97,,4.8,312,149,17,fatsecret中國,20070821
2624,7,0,0,0,0,,,布朗尼蛋糕加糖粉, 布朗尼蛋糕加糖粉,1份（42 g）,170,26.84,0.9,15.38,6.85,1.78,0.95,3.77,,2.02,131,63,7,fatsecret中國,20070821
2625,7,0,0,0,0,,,布朗尼蛋糕加糖粉, 布朗尼蛋糕加糖粉,1個（5平方釐米）,170,26.84,0.9,15.38,6.85,1.78,0.95,3.77,,2.02,131,63,7,fatsecret中國,20070821
2626,7,0,0,0,0,,,布朗尼蛋糕加糖粉, 布朗尼蛋糕加糖粉,1盎司,115,18.12,0.6,10.38,4.62,1.2,0.64,2.54,,1.36,88,42,5,fatsecret中國,20070821
2627,7,0,0,0,0,,,布朗尼蛋糕加糖粉, 布朗尼蛋糕加糖粉,1立方英寸,40,6.33,0.2,3.62,1.61,0.42,0.22,0.89,,0.48,31,15,2,fatsecret中國,20070821
2628,4,0,0,0,0,,,布朗尼黑蛋糕, 布朗尼黑蛋糕,100 g,205,35,0,0,1,0,0,0,0,12,48,0,0,Under Armour,2019
2629,1,1,1,1,0,,,平安麵線, 平安麵線,100 g,383,0,0,0,0,0,0,0,0,0,0,0,0,Under Armour,2019
2630,4,0,0,0,0,,,平野布丁, 平野布丁,100 g,161,16,0,0,9,0,0,0,0,2,72,0,0,Under Armour,2019
2631,6,0,0,0,0,,,平菇, 平菇,1磅,159,29.17,10.9,5.03,2,0.09,0.18,0.05,,15.15,82,1905,0,fatsecret中國,2008024
2632,6,0,0,0,0,,,平菇, 平菇,1大塊的,52,9.52,3.6,1.64,0.65,0.03,0.06,0.02,,4.94,27,622,0,fatsecret中國,2008024
2633,6,0,0,0,0,,,平菇, 平菇,100 g,35,6.43,2.4,1.11,0.44,0.02,0.04,0.01,,3.34,18,420,0,fatsecret中國,2008024
2634,6,0,0,0,0,,,平菇, 平菇,1盎司,10,1.82,0.7,0.31,0.12,0.01,0.01,0,,0.95,5,119,0,fatsecret中國,2008024
2635,6,0,0,0,0,,,平菇, 平菇,1個，小的,5,0.96,0.4,0.17,0.07,0,0.01,0,,0.5,3,63,0,fatsecret中國,2008024
2636,9,1,1,1,0,,,本味奶茶, 本味奶茶,100 g,45,8,0,0,1,0,0,0,0,1,0,0,0,Under Armour,2019
2637,6,0,0,0,0,,,正大開心雞排-雞排骨（帶骨雞肉）, 正大開心雞排-雞排骨（帶骨雞肉）,100 g,60,6,0,0,1,0,0,0,0,4,667,0,0,Under Armour,2019
2638,1,1,1,1,0,,,正大豬肉圓白菜包子, 正大豬肉圓白菜包子,100 g,260,24,0,0,12,0,0,0,0,10,385,0,0,Under Armour,2019
2639,3,0,0,0,0,,,正辛雞排, 正辛雞排,100 g,104,2,0,0,1,0,0,0,0,19,0,0,0,Under Armour,2019
2640,1,0,1,1,1,,,正忠排骨飯, 正忠排骨飯,350 g,867,15,0,0,14,0,0,0,0,15,2280,0,0,Under Armour,2019
2641,1,0,1,1,1,,,正忠排骨飯排骨便當, 正忠排骨飯排骨便當,500 g,867,0,0,0,25,0,0,0,0,0,2280,0,0,Under Armour,2019
2642,9,0,1,1,1,,,正常濃度啤酒, 正常濃度啤酒,1罐,153,12.64,0,0,0,0,0,0,,1.64,14,96,0,fatsecret中國,2008024
2643,9,0,1,1,1,,,正常濃度啤酒, 正常濃度啤酒,100 ml,43,3.57,0,0,0,0,0,0,,0.46,4,27,0,fatsecret中國,2008024
2644,9,0,1,1,1,,,正常濃度啤酒, 正常濃度啤酒,100 g,43,3.55,0,0,0,0,0,0,,0.46,4,27,0,fatsecret中國,2008024
2645,9,0,1,1,1,,,正常濃度啤酒, 正常濃度啤酒,130 ml,13,1.05,0,0,0,0,0,0,,0.14,1,8,0,fatsecret中國,2008024
2646,9,0,1,1,1,,,正常濃度啤酒, 正常濃度啤酒,1盎司,12,1.01,0,0,0,0,0,0,,0.13,1,8,0,fatsecret中國,2008024
2647,4,0,0,0,0,,,玄米麻糬, 玄米麻糬,36 g,80,18,0,0,0,0,0,0,0,1,1,0,0,Under Armour,2019
2648,6,0,0,0,0,,,玉米, 玉米,1杯,132,29.29,4.2,4.96,1.82,0.28,0.86,0.53,,4.96,23,416,0,fatsecret中國,20070821
2649,6,0,0,0,0,,,玉米, 玉米,1大個（19.5釐米-23釐米長）,123,27.2,3.9,4.6,1.69,0.26,0.8,0.5,,4.6,21,386,0,fatsecret中國,20070821
2650,6,0,0,0,0,,,玉米, 玉米,100 g,86,19.02,2.7,3.22,1.18,0.18,0.56,0.35,,3.22,15,270,0,fatsecret中國,20070821
2651,6,0,0,0,0,,,玉米, 玉米,1個，中等大小（17.5釐米-19釐米長）,77,17.12,2.4,2.9,1.06,0.16,0.5,0.31,,2.9,14,243,0,fatsecret中國,20070821
2652,6,0,0,0,0,,,玉米, 玉米,1小個（14釐米-17釐米長）,63,13.88,2,2.35,0.86,0.13,0.41,0.25,,2.35,11,197,0,fatsecret中國,20070821
2653,6,0,0,0,0,,,玉米, 玉米,1盎司,24,5.39,0.8,0.91,0.33,0.05,0.16,0.1,,0.91,4,77,0,fatsecret中國,20070821
2654,1,1,1,1,0,,,玉米片, 玉米片,100 g,360,86.7,4.5,6.5,0.1,0,0.05,0.03,,6.7,949,117,0,fatsecret中國,2008024
2655,1,1,1,1,0,,,玉米片, 玉米片,1盎司,102,24.58,1.3,1.84,0.03,0,0.01,0.01,,1.9,269,33,0,fatsecret中國,2008024
2656,1,1,1,1,0,,,玉米片, 玉米片,1杯（1分）,101,24.28,1.3,1.82,0.03,0,0.01,0.01,,1.88,266,33,0,fatsecret中國,2008024
2657,1,1,1,1,0,,,玉米片, 玉米片,1盒，單人份量（21 g）,76,18.21,0.9,1.36,0.02,0,0.01,0.01,,1.41,199,25,0,fatsecret中國,2008024
2658,1,1,1,1,0,,,玉米片（低脂肪，烤制）, 玉米片（低脂肪，烤制）,100 g,415,80,5.3,0.67,5.7,0.85,2.87,1.66,,11,419,272,0,fatsecret中國,2008024
2659,1,1,1,1,0,,,玉米片（低脂肪，烤制）, 玉米片（低脂肪，烤制）,1盎司,118,22.68,1.5,0.19,1.62,0.24,0.81,0.47,,3.12,119,77,0,fatsecret中國,2008024
2660,1,1,1,1,0,,,玉米片早餐, 玉米片早餐,100 g,367,90.3,3.2,38,0.52,0.17,0.3,0.09,,3.3,479,73,0,fatsecret中國,20070821
2661,1,1,1,1,0,,,玉米片早餐, 玉米片早餐,1杯,147,36.12,1.3,15.2,0.21,0.07,0.12,0.04,,1.32,192,29,0,fatsecret中國,20070821
2662,1,1,1,1,0,,,玉米片早餐, 玉米片早餐,1份（40 g),147,36.12,1.3,15.2,0.21,0.07,0.12,0.04,,1.32,192,29,0,fatsecret中國,20070821
2663,1,1,1,1,0,,,玉米片早餐, 玉米片早餐,1盎司,104,25.6,0.9,10.77,0.15,0.05,0.09,0.03,,0.94,136,21,0,fatsecret中國,20070821
2664,1,1,1,1,0,,,玉米包餡料, 玉米包餡料,1杯，濕潤形的,358,43.8,5.8,7.84,17.6,3.51,5.41,7.71,,5.8,910,124,0,fatsecret中國,20070821
2665,1,1,1,1,0,,,玉米包餡料, 玉米包餡料,1杯,304,37.23,4.9,6.66,14.96,2.98,4.6,6.56,,4.93,774,105,0,fatsecret中國,20070821
2666,1,1,1,1,0,,,玉米包餡料, 玉米包餡料,1杯，幹的,252,30.88,4.1,5.53,12.41,2.48,3.82,5.44,,4.09,642,87,0,fatsecret中國,20070821
2667,1,1,1,1,0,,,玉米包餡料, 玉米包餡料,100 g,179,21.9,2.9,3.92,8.8,1.76,2.71,3.86,,2.9,455,62,0,fatsecret中國,20070821
2668,1,1,1,1,0,,,玉米包餡料, 玉米包餡料,1份（86 g）,154,18.83,2.5,3.37,7.57,1.51,2.33,3.32,,2.49,391,53,0,fatsecret中國,20070821
2669,1,1,1,1,0,,,玉米包餡料, 玉米包餡料,1盎司,51,6.21,0.8,1.11,2.49,0.5,0.77,1.09,,0.82,129,18,0,fatsecret中國,20070821
2670,9,1,1,1,0,,,玉米汁, 玉米汁,1份（249 g）,157,35.51,2.6,8.03,1.71,0.24,0.76,0.4,,5.44,224,337,0,fatsecret中國,20180311
2671,9,1,1,1,0,,,玉米汁, 玉米汁,1杯,157,35.51,2.6,8.03,1.71,0.24,0.76,0.4,,5.44,224,337,0,fatsecret中國,20180311
2672,9,1,1,1,0,,,玉米汁, 玉米汁,100 ml,65,14.56,1.1,3.29,0.7,0.1,0.31,0.17,,2.23,92,138,0,fatsecret中國,20180311
2673,9,1,1,1,0,,,玉米汁, 玉米汁,100 g,63,14.26,1,3.23,0.69,0.1,0.31,0.16,,2.18,90,135,0,fatsecret中國,20180311
2674,9,1,1,1,0,,,玉米汁, 玉米汁,1盎司,18,4.04,0.3,0.91,0.19,0.03,0.09,0.05,,0.62,26,38,0,fatsecret中國,20180311
2675,1,1,1,1,0,,,玉米米糕, 玉米米糕,100 g,280,63,0,0,1,0,0,0,0,4,0,0,0,Under Armour,2019
2676,4,0,0,0,0,,,玉米松餅, 玉米松餅,1個，特大的,512,85.51,5.7,12.6,14.11,2.28,5.4,3.54,,9.91,875,116,44,fatsecret中國,2008024
2677,4,0,0,0,0,,,玉米松餅, 玉米松餅,1大塊的,424,70.75,4.7,10.42,11.68,1.88,4.47,2.93,,8.2,724,96,36,fatsecret中國,2008024
2678,4,0,0,0,0,,,玉米松餅, 玉米松餅,1個，中型的,345,57.52,3.8,8.48,9.49,1.53,3.63,2.38,,6.67,589,78,29,fatsecret中國,2008024
2679,4,0,0,0,0,,,玉米松餅, 玉米松餅,100 g,305,50.9,3.4,7.5,8.4,1.35,3.22,2.1,,5.9,521,69,26,fatsecret中國,2008024
2680,4,0,0,0,0,,,玉米松餅, 玉米松餅,1個，小的,201,33.59,2.2,4.95,5.54,0.89,2.12,1.39,,3.89,344,46,17,fatsecret中國,2008024
2681,4,0,0,0,0,,,玉米松餅, 玉米松餅,1盎司,86,14.43,1,2.13,2.38,0.38,0.91,0.6,,1.67,148,20,7,fatsecret中國,2008024
2682,4,0,0,0,0,,,玉米松餅, 玉米松餅,1個，小型的,52,8.65,0.6,1.28,1.43,0.23,0.55,0.36,,1,89,12,4,fatsecret中國,2008024
2683,3,0,0,0,0,,,玉米烙, 玉米烙,1杯,606,63.02,4.4,4.85,39.45,2.95,12,22.71,,4.95,611,408,0,fatsecret中國,20160315
2684,3,0,0,0,0,,,玉米烙, 玉米烙,1份（120 g）,303,31.51,2.2,2.43,19.73,1.48,6,11.35,,2.48,305,204,0,fatsecret中國,20160315
2685,3,0,0,0,0,,,玉米烙, 玉米烙,100 g,253,26.26,1.8,2.02,16.44,1.23,5,9.46,,2.06,254,170,0,fatsecret中國,20160315
2686,3,0,0,0,0,,,玉米烙, 玉米烙,1盎司,72,7.44,0.5,0.57,4.66,0.35,1.42,2.68,,0.58,72,48,0,fatsecret中國,20160315
2687,1,1,1,1,0,,,玉米烤餅, 玉米烤餅,100 g,218,44.64,6.3,0.88,2.85,0.45,1.42,0.69,,5.7,45,186,0,fatsecret中國,20070821
2688,1,1,1,1,0,,,玉米烤餅, 玉米烤餅,1大塊的（直徑約20釐米）,94,19.2,2.7,0.38,1.23,0.2,0.61,0.3,,2.45,19,80,0,fatsecret中國,20070821
2689,1,1,1,1,0,,,玉米烤餅, 玉米烤餅,1盎司,62,12.66,1.8,0.25,0.81,0.13,0.4,0.2,,1.62,13,53,0,fatsecret中國,20070821
2690,1,1,1,1,0,,,玉米烤餅, 玉米烤餅,1份（24 g）,52,10.71,1.5,0.21,0.68,0.11,0.34,0.17,,1.37,11,45,0,fatsecret中國,20070821
2691,1,1,1,1,0,,,玉米烤餅, 玉米烤餅,1個，中型的（直徑約15釐米）,52,10.71,1.5,0.21,0.68,0.11,0.34,0.17,,1.37,11,45,0,fatsecret中國,20070821
2692,1,1,1,1,0,,,玉米烤餅, 玉米烤餅,1個，小的（約10釐米直徑）,23,4.78,0.7,0.09,0.3,0.05,0.15,0.07,,0.61,5,20,0,fatsecret中國,20070821
2693,1,1,1,1,0,,,玉米烤餅, 玉米烤餅,1個，表面周長為2.45釐米,2,0.38,0.1,0.01,0.02,0,0.01,0.01,,0.05,0,2,0,fatsecret中國,20070821
2694,6,0,0,0,0,,,玉米粉/粟粉, 玉米粉/粟粉,1磅,1728,414,4.1,0,0.23,0.04,0.11,0.07,,1.18,41,14,0,fatsecret中國,2008024
2695,6,0,0,0,0,,,玉米粉/粟粉, 玉米粉/粟粉,1杯,488,116.83,1.2,0,0.06,0.01,0.03,0.02,,0.33,12,4,0,fatsecret中國,2008024
2696,6,0,0,0,0,,,玉米粉/粟粉, 玉米粉/粟粉,100 g,381,91.27,0.9,0,0.05,0.01,0.03,0.02,,0.26,9,3,0,fatsecret中國,2008024
2697,6,0,0,0,0,,,玉米粉/粟粉, 玉米粉/粟粉,1盎司,108,25.88,0.3,0,0.01,0,0.01,0.01,,0.07,3,1,0,fatsecret中國,2008024
2698,2,0,0,0,0,,,玉米排骨湯, 玉米排骨湯,250 g,233,48,0,0,3,0,0,0,0,0,0,0,0,Under Armour,2019
2699,3,0,0,0,0,,,玉米粒（冷凍）, 玉米粒（冷凍）,1磅,399,94.35,10.9,15.24,3.49,0.54,1.66,1.03,,13.7,14,953,0,fatsecret中國,2008024
2700,3,0,0,0,0,,,玉米粒（冷凍）, 玉米粒（冷凍）,1包（285 g）,250,59.07,6.8,9.54,2.19,0.34,1.04,0.65,,8.58,9,596,0,fatsecret中國,2008024
2701,3,0,0,0,0,,,玉米粒（冷凍）, 玉米粒（冷凍）,100 g,88,20.8,2.4,3.36,0.77,0.12,0.37,0.23,,3.02,3,210,0,fatsecret中國,2008024
2702,3,0,0,0,0,,,玉米粒（冷凍）, 玉米粒（冷凍）,1/2杯,72,17.06,2,2.76,0.63,0.1,0.3,0.19,,2.48,2,172,0,fatsecret中國,2008024
2703,3,0,0,0,0,,,玉米粒（冷凍）, 玉米粒（冷凍）,1盎司,25,5.9,0.7,0.95,0.22,0.03,0.1,0.06,,0.86,1,60,0,fatsecret中國,2008024
2704,1,1,1,1,0,,,玉米蛋餅, 玉米蛋餅,1份（250 g）,349,15.29,1.8,1.96,19.88,6.08,2.95,7.53,,25.97,485,343,815,fatsecret中國,20140722
2705,1,1,1,1,0,,,玉米蛋餅, 玉米蛋餅,100 g,140,6.11,0.7,0.78,7.95,2.43,1.18,3.01,,10.39,194,137,326,fatsecret中國,20140722
2706,1,1,1,1,0,,,玉米蛋餅, 玉米蛋餅,1盎司,40,1.73,0.2,0.22,2.25,0.69,0.33,0.85,,2.94,55,39,92,fatsecret中國,20140722
2707,3,0,0,0,0,,,玉米棒加牛油, 玉米棒加牛油,1整個,155,31.94,,,3.43,1.64,0.61,1,,4.47,29,359,6,fatsecret中國,2008024
2708,3,0,0,0,0,,,玉米棒加牛油, 玉米棒加牛油,100 g,106,21.88,,,2.35,1.13,0.42,0.69,,3.06,20,246,4,fatsecret中國,2008024
2709,3,0,0,0,0,,,玉米棒加牛油, 玉米棒加牛油,1盎司,30,6.2,,,0.67,0.32,0.12,0.2,,0.87,6,70,1,fatsecret中國,2008024
2710,6,0,0,0,0,,,玉米筍, 玉米筍,1杯,133,30.49,3.3,5.74,1.64,0.25,0.77,0.48,,4.3,351,320,0,fatsecret中國,2010056
2711,6,0,0,0,0,,,玉米筍, 玉米筍,100 g,81,18.59,2,3.5,1,0.15,0.47,0.29,,2.62,214,195,0,fatsecret中國,2010056
2712,6,0,0,0,0,,,玉米筍, 玉米筍,1份（82 g）,66,15.24,1.6,2.87,0.82,0.13,0.39,0.24,,2.15,176,160,0,fatsecret中國,2010056
2713,6,0,0,0,0,,,玉米筍, 玉米筍,1盎司，罐頭裝的,15,3.53,0.4,0.67,0.19,0.03,0.09,0.06,,0.5,41,37,0,fatsecret中國,2010056
2714,6,0,0,0,0,,,玉米筍, 玉米筍,1整個,6,1.49,0.2,0.28,0.08,0.01,0.04,0.02,,0.21,17,16,0,fatsecret中國,2010056
2715,1,1,1,1,0,,,玉米粥, 玉米粥,1份（240 g）,107,23.38,1.6,1.62,0.72,0.13,0.32,0.22,,2.93,317,152,0,fatsecret中國,20140818
2716,1,1,1,1,0,,,玉米粥, 玉米粥,1碗,107,23.38,1.6,1.62,0.72,0.13,0.32,0.22,,2.93,317,152,0,fatsecret中國,20140818
2717,1,1,1,1,0,,,玉米粥, 玉米粥,100 g,45,9.74,0.7,0.67,0.3,0.05,0.13,0.09,,1.22,132,63,0,fatsecret中國,20140818
2718,1,1,1,1,0,,,玉米粥, 玉米粥,1盎司,13,2.76,0.2,0.19,0.09,0.02,0.04,0.03,,0.35,37,18,0,fatsecret中國,20140818
2719,4,0,0,0,0,,,玉米餅, 玉米餅,1份（150 g）,222,41.45,5.3,0.4,3.83,0.42,1.42,1.61,,7.22,350,210,0,fatsecret中國,20141112
2720,4,0,0,0,0,,,玉米餅, 玉米餅,100 g,148,27.63,3.5,0.26,2.56,0.28,0.95,1.07,,4.81,233,140,0,fatsecret中國,20141112
2721,4,0,0,0,0,,,玉米餅, 玉米餅,1個,74,13.82,1.8,0.13,1.28,0.14,0.47,0.54,,2.41,117,70,0,fatsecret中國,20141112
2722,1,1,1,1,0,,,玉米餅玉米製成, 玉米餅玉米製成,1個,52,10.71,1.5,0.21,0.68,0.11,0.34,0.17,,1.37,11,45,0,fatsecret中國,2008024
2723,6,0,0,0,0,,,玉米漿苞, 玉米漿苞,100 g,347,77,0,0,2,0,0,0,0,4,0,0,0,Under Armour,2019
2724,2,0,0,0,0,,,玉米濃湯, 玉米濃湯,1杯,112,23.66,2.4,2.66,1.82,0.35,0.62,0.71,,2.71,299,319,0,fatsecret中國,20141112
2725,2,0,0,0,0,,,玉米濃湯, 玉米濃湯,1份（244 g）,112,23.66,2.4,2.66,1.82,0.35,0.62,0.71,,2.71,299,319,0,fatsecret中國,20141112
2726,2,0,0,0,0,,,玉米濃湯, 玉米濃湯,100 g,46,9.7,1,1.09,0.75,0.14,0.25,0.29,,1.11,122,131,0,fatsecret中國,20141112
2727,3,0,0,0,0,,,玉米燉排骨, 玉米燉排骨,100 g,203,42,5,0,2,0,0,0,0,7,0,0,0,Under Armour,2019
2728,1,1,1,1,1,,,玉米雞蛋餅, 玉米雞蛋餅,140 g,250,23,1,0,14,0,0,0,0,7,42,70,176,Under Armour,2019
2729,1,1,1,1,0,,,玉米麵粥, 玉米麵粥,1份（240 g）,106,23.21,1.5,1.52,0.69,0.12,0.3,0.21,,2.87,298,144,0,fatsecret中國,20141211
2730,1,1,1,1,0,,,玉米麵粥, 玉米麵粥,1杯,106,23.21,1.5,1.52,0.69,0.12,0.3,0.21,,2.87,298,144,0,fatsecret中國,20141211
2731,1,1,1,1,0,,,玉米麵粥, 玉米麵粥,100 g,44,9.67,0.6,0.63,0.29,0.05,0.12,0.09,,1.2,124,60,0,fatsecret中國,20141211
2732,1,1,1,1,0,,,玉米麵粥, 玉米麵粥,1盎司,13,2.74,0.2,0.18,0.08,0.02,0.04,0.02,,0.34,35,17,0,fatsecret中國,20141211
2733,4,0,0,0,0,,,瓜子, 瓜子,1杯，去殼,873,28.99,16.1,0.94,79.19,8.3,52.29,15.12,,26.79,4,778,0,fatsecret中國,20140724
2734,4,0,0,0,0,,,瓜子, 瓜子,100 g,606,20.13,11.2,0.66,54.99,5.76,36.31,10.5,,18.6,3,540,0,fatsecret中國,20140724
2735,4,0,0,0,0,,,瓜子, 瓜子,1份（30 g）,182,6.04,3.4,0.2,16.5,1.73,10.89,3.15,,5.58,1,162,0,fatsecret中國,20140724
2736,6,0,0,0,0,,,瓜子鯧, 瓜子鯧,100 g,155,0,0,0,8,2,1,3,0,17,178,234,67,Under Armour,2019
2737,4,0,0,0,0,,,甘百世珍珠奶茶巧克力, 甘百世珍珠奶茶巧克力,30 g,49,6,0,0,2,2,0,0,0,0,11,0,0,Under Armour,2019
2738,9,1,1,1,0,,,甘百珍珠奶茶, 甘百珍珠奶茶,30 g,48,6,0,5,2,2,0,0,0,0,11,0,0,Under Armour,2019
2739,4,0,0,0,0,,,甘草軟糖, 甘草軟糖,1杯,829,206.75,0.4,154.7,0.11,0,0,0,,0,110,82,0,fatsecret中國,20070821
2740,4,0,0,0,0,,,甘草軟糖, 甘草軟糖,100 g,375,93.55,0.2,70,0.05,0,0,0,,0,50,37,0,fatsecret中國,20070821
2741,4,0,0,0,0,,,甘草軟糖, 甘草軟糖,1包（71 g）,266,66.42,0.1,49.7,0.04,0,0,0,,0,36,26,0,fatsecret中國,20070821
2742,4,0,0,0,0,,,甘草軟糖, 甘草軟糖,1份（51 g）,191,47.71,0.1,35.7,0.03,0,0,0,,0,26,19,0,fatsecret中國,20070821
2743,4,0,0,0,0,,,甘草軟糖, 甘草軟糖,1盒（51 g）,191,47.71,0.1,35.7,0.03,0,0,0,,0,26,19,0,fatsecret中國,20070821
2744,4,0,0,0,0,,,甘草軟糖, 甘草軟糖,1份（22 g）,82,20.58,0,15.4,0.01,0,0,0,,0,11,8,0,fatsecret中國,20070821
2745,4,0,0,0,0,,,甘草軟糖, 甘草軟糖,1份（每份22 g）,82,20.58,0,15.4,0.01,0,0,0,,0,11,8,0,fatsecret中國,20070821
2746,4,0,0,0,0,,,甘草軟糖, 甘草軟糖,1條／根（109釐米長）,71,17.77,0,13.3,0.01,0,0,0,,0,10,7,0,fatsecret中國,20070821
2747,4,0,0,0,0,,,甘草軟糖, 甘草軟糖,110小塊的份量,52,13.1,0,9.8,0.01,0,0,0,,0,7,5,0,fatsecret中國,20070821
2748,4,0,0,0,0,,,甘草軟糖, 甘草軟糖,1條／根,41,10.29,0,7.7,0.01,0,0,0,,0,6,4,0,fatsecret中國,20070821
2749,4,0,0,0,0,,,甘草軟糖, 甘草軟糖,1塊,6,1.4,0,1.05,0,0,0,0,,0,1,1,0,fatsecret中國,20070821
2750,4,0,0,0,0,,,甘草軟糖, 甘草軟糖,1個，2.54釐米,6,1.4,0,1.05,0,0,0,0,,0,1,1,0,fatsecret中國,20070821
2751,5,0,1,1,0,,,甘蔗, 甘蔗,1杯,118,32,0,11.16,0.08,0,0,0,,0,29,1,0,fatsecret中國,20140725
2752,5,0,1,1,0,,,甘蔗, 甘蔗,100 g,59,16,0,5.58,0.04,0,0,0,,0,15,0,0,fatsecret中國,20140725
2753,5,0,1,1,0,,,甘蔗, 甘蔗,1份（50 g）,30,8,0,2.79,0.02,0,0,0,,0,7,0,0,fatsecret中國,20140725
2754,5,0,1,1,0,,,甘蔗, 甘蔗,1盎司,17,4.54,0,1.58,0.01,0,0,0,,0,4,0,0,fatsecret中國,20140725
2755,3,0,0,0,0,,,甘藍菜, 甘藍菜,1磅,195,40.6,17.2,9.98,1.36,0.28,0.69,0.1,,15.33,113,1765,0,fatsecret中國,2008024
2756,3,0,0,0,0,,,甘藍菜, 甘藍菜,100 g,43,8.95,3.8,2.2,0.3,0.06,0.15,0.02,,3.38,25,389,0,fatsecret中國,2008024
2757,3,0,0,0,0,,,甘藍菜, 甘藍菜,1杯,38,7.88,3.3,1.94,0.26,0.06,0.14,0.02,,2.97,22,342,0,fatsecret中國,2008024
2758,3,0,0,0,0,,,甘藍菜, 甘藍菜,1盎司,12,2.54,1.1,0.62,0.09,0.02,0.04,0.01,,0.96,7,110,0,fatsecret中國,2008024
2759,3,0,0,0,0,,,甘藍菜（冷凍）, 甘藍菜（冷凍）,1包（900 g）,372,71.29,34.5,,3.72,0.76,1.88,0.28,,34.28,91,3356,0,fatsecret中國,2008024
2760,3,0,0,0,0,,,甘藍菜（冷凍）, 甘藍菜（冷凍）,1磅,186,35.65,17.2,,1.86,0.38,0.94,0.14,,17.15,45,1678,0,fatsecret中國,2008024
2761,3,0,0,0,0,,,甘藍菜（冷凍）, 甘藍菜（冷凍）,1包（285 g）,116,22.32,10.8,,1.16,0.24,0.59,0.09,,10.74,28,1051,0,fatsecret中國,2008024
2762,3,0,0,0,0,,,甘藍菜（冷凍）, 甘藍菜（冷凍）,100 g,41,7.86,3.8,,0.41,0.08,0.21,0.03,,3.78,10,370,0,fatsecret中國,2008024
2763,3,0,0,0,0,,,甘藍菜（冷凍）, 甘藍菜（冷凍）,1盎司,12,2.23,1.1,,0.12,0.02,0.06,0.01,,1.07,3,105,0,fatsecret中國,2008024
2764,6,0,0,0,0,,,生巨峰糖, 生巨峰糖,3 g,23,5,0,5,0,0,0,0,0,0,1,0,0,Under Armour,2019
2765,9,1,1,1,0,,,生生鮮牛奶, 生生鮮牛奶,195 g,60,5,0,0,3,0,0,0,0,2,0,0,0,Under Armour,2019
2766,3,0,0,0,0,,,生春捲, 生春捲,100 g,249,32,0,0,10,0,0,0,0,6,433,0,0,Under Armour,2019
2767,3,0,0,0,0,,,生春捲, 生春捲,50 g,142,24,0,0,1,0,0,0,0,5,0,0,0,Under Armour,2019
2768,3,0,0,0,0,,,生春捲, 生春捲,50 g,98,18,0,0,0,0,0,0,0,5,335,0,0,Under Armour,2019
2769,6,0,0,0,0,,,生春捲皮, 生春捲皮,100 g,239,50,2,0,0,0,0,0,0,8,544,74,0,Under Armour,2019
2770,9,1,1,1,1,,,生活泡沫綠茶, 生活泡沫綠茶,295 g,76,19,0,18,0,0,0,0,0,0,24,0,0,Under Armour,2019
2771,9,1,1,1,1,,,生活泡沫綠茶, 生活泡沫綠茶,250 g,70,17,0,17,0,0,0,0,0,0,10,0,0,Under Armour,2019
2772,9,1,1,1,1,,,生活芭樂綠茶, 生活芭樂綠茶,100 g,32,0,0,0,0,0,0,0,0,0,0,0,0,Under Armour,2019
2773,9,1,1,1,1,,,生活珍珠奶茶, 生活珍珠奶茶,300 g,117,26,0,24,0,0,0,0,0,1,27,0,0,Under Armour,2019
2774,9,1,1,1,1,,,生活紅茶, 生活紅茶,200 g,30,7,0,0,0,0,0,0,0,0,3,0,0,Under Armour,2019
2775,3,0,0,0,0,,,生菜, 生菜,1大個,109,23.17,9.4,13.73,1.09,0.14,0.58,0.05,,7.02,78,1100,0,fatsecret中國,20070821
2776,3,0,0,0,0,,,生菜, 生菜,1個，中型的（直徑15釐米）,75,16.01,6.5,9.49,0.75,0.1,0.4,0.03,,4.85,54,760,0,fatsecret中國,20070821
